user_snippet,x-axis__sum_values,x-axis__median,x-axis__mean,x-axis__length,x-axis__standard_deviation,x-axis__variance,x-axis__root_mean_square,x-axis__maximum,x-axis__absolute_maximum,x-axis__minimum,y-axis__sum_values,y-axis__median,y-axis__mean,y-axis__length,y-axis__standard_deviation,y-axis__variance,y-axis__root_mean_square,y-axis__maximum,y-axis__absolute_maximum,y-axis__minimum,z-axis__sum_values,z-axis__median,z-axis__mean,z-axis__length,z-axis__standard_deviation,z-axis__variance,z-axis__root_mean_square,z-axis__maximum,z-axis__absolute_maximum,z-axis__minimum,activity
771_125,276.08,2.64,2.7607999999999997,100.0,4.440658888048034,19.719451360000004,5.228906960350318,14.06,14.06,-5.6,797.38,7.875,7.9738,100.0,8.199971192632324,67.23952755999998,11.437701429920262,19.57,19.57,-8.31,153.77372691,0.78317,1.5377372691,100.0,5.107960729027747,26.091262809289674,5.334407063401591,12.489859,12.489859,-10.691973,Jogging
771_126,359.12999999999994,3.415,3.5912999999999995,100.0,2.4736376674848723,6.11888331,4.360770459448651,8.69,8.69,-0.34,881.1,8.695,8.811,100.0,4.114081793061485,16.925669,9.72416525980508,16.86,16.86,1.31,172.02499097800003,1.096438,1.7202499097800004,100.0,2.990849388000264,8.945180061701553,3.450281120981253,11.264028,11.264028,-2.6423476,Walking
771_127,63.67,0.42000000000000004,0.6367,100.0,2.3269723053788156,5.414800110000001,2.412506373048577,9.38,9.38,-6.09,967.25,9.36,9.6725,100.0,3.6762169073655055,13.51457075,10.347551739421263,18.28,18.28,1.54,174.20424801599998,1.28712285,1.7420424801599999,100.0,2.4823953614634178,6.162286730615093,3.032655393099766,10.991621,10.991621,-3.405087,Upstairs
771_128,411.4200000000001,4.35,4.1142,100.0,5.006716524829421,25.067210359999994,6.480266352550642,16.44,16.44,-5.48,786.7,8.025,7.867000000000001,100.0,7.687388828464448,59.095946999999995,10.99934707153111,19.57,19.57,-7.89,187.2389227,2.1860659499999997,1.872389227,100.0,5.35889683333238,28.71777527029981,5.67658494939391,11.686258,11.686258,-8.771504,Jogging
771_129,-110.82,-1.14,-1.1081999999999999,100.0,0.3499153611946752,0.12244076000000001,1.1621308015881862,-0.23,1.99,-1.99,978.3699999999999,9.77,9.7837,100.0,0.11931181835845106,0.014235310000000018,9.784427474308346,10.12,10.12,9.38,94.71589847999998,0.95342433,0.9471589847999998,100.0,0.3180251750195501,0.10114001194621547,0.9991246941366139,1.9477097,1.9477097,0.27240697,Standing
771_130,377.57000000000005,3.87,3.7757000000000005,100.0,2.4971644939811233,6.2358305099999995,4.526780423214716,9.62,9.62,-0.91,897.28,8.754999999999999,8.9728,100.0,4.0969442466306525,16.784952160000003,9.863878141988577,17.88,17.88,1.54,167.93888916000003,1.035146415,1.6793888916000004,100.0,3.246860951741273,10.542106039942247,3.655468928765737,10.923519,10.923519,-4.399372,Walking
771_131,312.9700000000001,2.935,3.129700000000001,100.0,2.4364607343439784,5.9363409099999975,3.9662782302808766,8.66,8.66,-2.75,928.1399999999999,9.225000000000001,9.281399999999998,100.0,4.007343264558203,16.058800039999998,10.109559139744917,16.82,16.82,1.61,147.57646683,0.844461565,1.4757646682999999,100.0,3.153897506001839,9.947069478364618,3.482090009544157,11.114203,11.114203,-4.440233,Walking
771_132,393.41,2.74,3.9341000000000004,100.0,5.707693421164104,32.577764189999996,6.932164669134744,17.35,17.35,-7.16,721.5600000000001,6.89,7.2156,100.0,7.711514678712607,59.467458640000004,10.560887368019792,19.57,19.57,-6.63,121.76590744,1.096438,1.2176590744,100.0,5.102579968628511,26.036322336248936,5.245857027952401,11.182305,11.3321295,-11.3321295,Jogging
771_133,348.5,3.45,3.485,100.0,2.4708717085271745,6.105206999999998,4.272052434135143,7.89,7.89,-1.14,923.47,9.395,9.2347,100.0,4.320399855337467,18.66585491,10.19536850731743,16.47,16.47,1.14,148.107659162,0.82403103,1.48107659162,100.0,3.3225299812650535,11.039205476405156,3.637690661209372,10.841797,10.841797,-5.053149,Walking
771_134,214.97,2.24,2.1497,100.0,2.226159228357217,4.95578491,3.0946720343196303,6.78,6.78,-2.26,953.3700000000001,9.545,9.533700000000001,100.0,4.2199546573393425,17.808017310000004,10.425902982475906,17.08,17.08,1.5,128.98469544600002,0.82403103,1.2898469544600002,100.0,3.075614203859927,9.459402730984932,3.3351323657262344,11.454713,11.454713,-3.1054392,Walking
771_135,301.91,3.13,3.0191000000000003,100.0,2.286198633102557,5.226704190000001,3.7870396089821927,7.93,7.93,-1.23,943.58,9.58,9.4358,100.0,4.109964763839223,16.89181036,10.292042168588312,17.88,17.88,1.8,142.032988098,0.626535975,1.42032988098,100.0,2.9931972360705705,8.959229694020502,3.313090198715568,9.575105,9.575105,-3.5957718,Walking
771_136,377.13,3.62,3.7713,100.0,2.232785549487456,4.985331309999999,4.3826972288762995,8.89,8.89,-0.11,899.7300000000001,8.89,8.997300000000001,100.0,4.156636105073428,17.27762371,9.911055998227434,17.54,17.54,0.99,166.98546037000003,1.32117375,1.6698546037000002,100.0,3.249100124525305,10.556651619190353,3.65308992726547,12.299174,12.299174,-3.9090397,Walking
771_137,306.2099999999999,3.205,3.062099999999999,100.0,2.349230637889775,5.518884589999999,3.8594482766322957,7.59,7.59,-1.33,948.1500000000001,9.77,9.4815,100.0,4.1887605266952175,17.54571475,10.365546632956702,18.01,18.01,1.12,148.066799436,0.96023452,1.48066799436,100.0,3.109578925854904,9.669481096120938,3.4441049353414024,9.888372,9.888372,-3.3642259,Walking
771_138,428.82,3.7,4.2882,100.0,5.528619968852987,30.565638760000006,6.996734809895256,18.05,18.05,-6.47,740.3699999999999,7.119999999999999,7.403699999999999,100.0,7.691037986513914,59.15206531,10.675525232980343,19.57,19.57,-8.39,157.53294123999999,1.53228915,1.5753294124,100.0,5.280267604422304,27.881225974311654,5.510253055158555,11.182305,11.182305,-9.997335,Jogging
771_139,363.21,3.66,3.6321,100.0,2.3606945143325935,5.57287859,4.331862070749714,8.01,8.01,-0.8,900.5500000000001,8.579999999999998,9.005500000000001,100.0,4.048375816299668,16.38934675,9.873620258041122,17.05,17.05,1.42,182.117669784,0.92618364,1.82117669784,100.0,3.117307711638044,9.717607369038017,3.610303579173562,10.760075,10.760075,-2.3699405,Walking
771_140,429.88,4.29,4.2988,100.0,0.13914941609651124,0.019362560000000025,4.301051499342922,4.82,4.82,3.57,303.8299999999999,3.02,3.038299999999999,100.0,0.12570644374891846,0.015802109999999998,3.0408993735406638,3.6,3.6,2.53,802.4972488,8.008764,8.024972488,100.0,0.11019350499341647,0.0121426085427341,8.025729003754092,8.499097,8.499097,7.4639506,Sitting
771_141,354.69,3.85,3.5469,100.0,2.5058023445595228,6.27904539,4.34275776437047,9.47,9.47,-1.18,897.19,8.96,8.9719,100.0,3.856757107985931,14.87457539,9.765734227389153,17.97,17.97,1.38,186.435322134,1.1304889,1.8643532213399998,100.0,3.2511934730652152,10.570258999301856,3.747808951003599,14.709975,14.709975,-2.7513103,Walking
771_142,103.75,0.76,1.0375,100.0,1.9419898944124299,3.7713247500000007,2.2017563443760078,7.08,7.08,-3.06,919.3499999999999,8.715,9.193499999999998,100.0,3.0618142905800148,9.37470675,9.689950928668319,16.55,16.55,2.76,165.54170479199996,0.92618364,1.6554170479199997,100.0,2.3103172488882,5.33756579051034,2.842177227594104,10.378705,10.378705,-1.7570249,Upstairs
771_143,133.17000000000002,0.5700000000000001,1.3317,100.0,4.412592447756761,19.47097211,4.609164457903406,15.13,15.13,-9.04,855.55,8.2,8.5555,100.0,7.667018765465492,58.78317675,11.488244295800815,19.57,19.57,-8.16,178.98498979000001,1.3756551,1.7898498979000002,100.0,4.288324076086789,18.389723381545608,4.646857652065345,10.691973,10.691973,-8.853226,Jogging
771_144,240.07,2.295,2.4007,100.0,2.3167810664799555,5.367474510000001,3.3362906048484446,6.82,6.82,-2.3,949.92,9.46,9.4992,100.0,4.03453434239938,16.27746736,10.320478089701078,17.31,17.31,1.38,126.98250091599999,0.6129156250000001,1.2698250091599999,100.0,2.914352042231399,8.493447826058325,3.178978354746462,11.34575,11.34575,-3.2961242,Walking
771_145,369.55000000000007,3.87,3.695500000000001,100.0,2.241825316566837,5.02578075,4.3223258785056915,8.39,8.39,-0.65,906.1099999999999,9.02,9.0611,100.0,4.010980651910453,16.08796579,9.909162376306082,17.01,17.01,1.99,199.30654679,1.34160425,1.9930654679,100.0,3.135097545095098,9.82883661726131,3.7149894450182166,10.269742,10.269742,-3.0645783,Walking
771_146,426.43,4.085,4.2643,100.0,4.872800889632162,23.744188509999994,6.475217602521169,16.44,16.44,-4.59,803.36,8.219999999999999,8.0336,100.0,7.445051715065517,55.42879504,10.952968729983667,19.57,19.57,-7.5,209.167678988,1.995381,2.09167678988,100.0,4.905483993604527,24.06377321151022,5.332812110400378,11.563675,11.563675,-7.8180795,Jogging
771_147,361.73,3.81,3.6173,100.0,2.2882743956964604,5.236199710000001,4.280310619569566,8.47,8.47,-1.95,889.7499999999999,9.254999999999999,8.897499999999999,100.0,4.0465519581490605,16.37458275,9.77446105931166,17.73,17.73,1.54,194.988898858,0.96023452,1.94988898858,100.0,3.2900539714855364,10.82445513528775,3.824463649072022,10.991621,10.991621,-2.4516625,Walking
771_148,-145.32,-1.13,-1.4531999999999998,100.0,3.213548468593557,10.326893759999997,3.526851853991035,5.05,10.65,-10.65,923.94,8.825,9.2394,100.0,3.8151796340408404,14.555595640000002,9.996104641309033,18.43,18.43,1.14,188.1378631,1.607201,1.881378631,100.0,2.8461108460348137,8.100346947917004,3.411734529693136,10.841797,10.841797,-5.325556,Downstairs
771_149,388.75,3.87,3.8875,100.0,2.534100777396195,6.421666749999999,4.640508916056514,10.15,10.15,-1.23,871.2700000000001,8.73,8.712700000000002,100.0,4.062685529302016,16.505413710000003,9.613352953054413,17.47,17.47,0.76,189.90850889,1.03514645,1.8990850889000002,100.0,3.073526932518217,9.44656780491484,3.6129063065345552,12.108489,12.108489,-2.7513103,Walking
771_150,375.65,3.87,3.7565,100.0,2.42786382443497,5.894522749999998,4.47278604451409,8.47,8.47,-1.18,901.2900000000002,8.965,9.012900000000002,100.0,4.122259888701827,16.99302659,9.910872464117375,18.12,18.12,-0.08,167.82992339000003,0.8036005,1.6782992339000002,100.0,3.1802369009990197,10.113906746475848,3.5959136620593624,10.651112,10.651112,-6.4015636,Walking
771_151,382.32000000000005,3.36,3.8232000000000004,100.0,5.574219565105056,31.071923760000004,6.759347749598328,17.86,17.86,-6.51,736.4399999999999,7.470000000000001,7.3644,100.0,7.430752091141246,55.21607663999999,10.461857578843253,19.57,19.57,-8.66,131.66790783,1.3211737000000001,1.3166790783,100.0,5.656052409348215,31.99092885729375,5.807286169333029,12.571581,12.571581,-11.686258,Jogging
771_152,85.75,0.705,0.8575,100.0,2.0350466210875857,4.14141475,2.208329911947035,7.4,7.4,-4.79,953.64,9.254999999999999,9.5364,100.0,3.2041502836165465,10.266579039999996,10.060293435084287,17.16,17.16,0.23,184.487611848,1.1645397499999999,1.84487611848,100.0,2.1840213216684368,4.769949133502346,2.8589363452235474,9.656827,9.656827,-2.5333846,Upstairs
771_153,395.83,4.3100000000000005,3.9583,100.0,5.389119975469093,29.04261411,6.686609978157841,16.82,16.82,-4.99,759.02,7.015000000000001,7.590199999999999,100.0,7.8416595156892654,61.49162396,10.913421095147022,19.57,19.57,-11.8,154.31854117,0.9806650699999999,1.5431854117000001,100.0,5.7906204948918045,33.53128571586101,5.992721162439039,14.601013,14.601013,-10.923519,Jogging
771_154,94.15,0.915,0.9415,100.0,2.8809409487179707,8.29982075,3.030881554927543,9.3,9.3,-5.2,907.5999999999999,8.89,9.075999999999999,100.0,4.436579989135776,19.683242,10.102327355614644,19.34,19.34,0.84,224.12282223,1.8387469,2.2412282223,100.0,2.3197122545690676,5.381064943997907,3.225549393271157,10.61025,10.61025,-3.255263,Downstairs
771_155,-164.19,-1.61,-1.6419,100.0,0.2257551549799029,0.05096538999999998,1.657347579718871,-1.04,2.11,-2.11,971.8799999999999,9.72,9.718799999999998,100.0,0.2999275912616244,0.08995656000000003,9.72342686505123,11.92,11.92,8.24,102.12536789999999,1.0351465,1.021253679,100.0,0.2710550518525168,0.07347084113477059,1.0566124729558164,1.6480621,1.6480621,-0.27240697,Standing
771_156,-157.35999999999999,-1.57,-1.5735999999999999,100.0,0.23504263443043688,0.055245039999999995,1.591056881447046,-0.57,2.3,-2.3,973.4299999999998,9.72,9.734299999999998,100.0,0.1461318240493836,0.021354510000000004,9.735396807526644,10.23,10.23,8.96,94.87934304000001,0.95342433,0.9487934304000001,100.0,0.16215903841838608,0.026295553740775614,0.9625510517946438,1.4982382,1.4982382,0.46309182,Standing
771_157,364.78999999999996,3.755,3.6478999999999995,100.0,2.701445648166922,7.297808590000001,4.539271197009493,8.81,8.81,-2.83,918.92,9.155000000000001,9.1892,100.0,4.630663814184744,21.44304736,10.290016715243956,19.31,19.31,-0.5,181.46389293000001,1.1645397499999999,1.8146389293,100.0,3.578248037241814,12.803859016024893,4.01207844636118,12.067628,12.067628,-4.903325,Walking
771_158,303.65,3.045,3.0364999999999998,100.0,2.399092901494229,5.7556467499999995,3.869881005922534,7.31,7.31,-0.8,935.4399999999999,9.364999999999998,9.3544,100.0,4.189225780499304,17.54961264,10.249605455821214,16.51,16.51,1.08,159.426168668,1.3007431500000002,1.5942616866800001,100.0,3.36535795355405,11.325634155549503,3.723882984354538,11.223166,11.223166,-4.5628166,Walking
771_159,369.61,3.565,3.6961,100.0,2.488805293710217,6.194151789999999,4.455929420446424,8.43,8.43,-1.08,886.5799999999998,9.059999999999999,8.865799999999998,100.0,3.878389402832057,15.041904359999998,9.676999224966385,16.74,16.74,1.95,191.62467069,1.1441092,1.9162467069,100.0,3.145505788055612,9.894206662691357,3.6832333763144107,11.75436,11.75436,-3.336985,Walking
771_160,380.63,4.255,3.8063,100.0,2.6051981325803224,6.787057309999999,4.612480569064763,9.08,9.08,-1.04,895.2,9.0,8.952,100.0,4.147497558769625,17.201736,9.866105614678974,17.12,17.12,1.42,178.54914125599998,1.05557695,1.7854914125599999,100.0,3.3233269801642664,11.044502217087741,3.772596161983581,12.026767,12.026767,-3.214402,Walking
771_161,99.39,0.97,0.9939,100.0,2.186577643258981,4.78112179,2.4018657331333073,8.31,8.31,-3.64,958.25,9.58,9.5825,100.0,4.0135110252745045,16.108270750000003,10.389060448375492,17.08,17.08,1.31,158.67705158599998,0.95342433,1.5867705158599998,100.0,2.176230250509695,4.73597810323349,2.693291438600008,8.580819,8.580819,-2.4925237,Upstairs
771_162,431.76,4.33,4.3176,100.0,0.13826149138498406,0.01911624000000002,4.319813190405345,4.71,4.71,3.83,303.82,3.02,3.0382,100.0,0.11676797506165801,0.013634759999999985,3.0404430598187493,3.38,3.38,2.45,801.4348591,8.008764,8.014348591000001,100.0,0.07069709164286929,0.004998078766760259,8.01466040558366,8.390134,8.390134,7.7772183,Sitting
771_163,66.69,0.7050000000000001,0.6668999999999999,100.0,1.9725215816309842,3.89084139,2.0822096436238113,6.44,6.44,-3.72,952.4799999999999,9.285,9.524799999999999,100.0,3.7227797356276664,13.859088959999998,10.226480528510285,17.24,17.24,3.83,208.47304043,2.0294318,2.0847304043,100.0,2.0966195622078234,4.3958135886325245,2.956672867810263,7.6954966,7.6954966,-2.8330324,Upstairs
771_164,94.66,0.55,0.9466,100.0,2.316205612634595,5.364808439999999,2.5021710573020384,6.44,6.44,-4.86,949.9200000000001,8.58,9.4992,100.0,3.397728264590916,11.544557359999999,10.08857561799484,16.97,16.97,4.67,206.566193982,1.4982382,2.06566193982,100.0,2.168439987995943,4.702131981539846,2.994844107989725,8.539958,8.539958,-1.6889231,Upstairs
771_165,167.31,1.5350000000000001,1.6731,100.0,2.2446388105884654,5.03840339,2.7995833618594035,6.36,6.36,-3.26,961.0300000000001,9.6,9.6103,100.0,4.383280838595675,19.213150910000003,10.562718258100045,16.7,16.7,0.08,96.59550523600001,0.59248512,0.9659550523600001,100.0,2.7474119755497917,7.548272563394408,2.9122743219989116,10.038197,10.038197,-3.7864566,Walking
771_166,386.65000000000003,3.16,3.8665000000000003,100.0,5.019170723336675,25.192074749999996,6.335763332069783,16.04,16.04,-5.2,752.2200000000001,7.24,7.5222000000000016,100.0,7.710778375754291,59.45610315999999,10.772167655583532,19.57,19.57,-7.12,202.125961454,1.85917745,2.02125961454,100.0,5.1007491176752575,26.017641561464917,5.486632117322548,12.912089,12.912089,-9.765789,Jogging
771_167,257.90000000000003,2.18,2.579,100.0,2.3980577557681966,5.750680999999999,3.521636267418882,7.82,7.82,-3.21,937.2599999999999,9.36,9.372599999999998,100.0,4.316127111195869,18.62895324,10.31865223757444,18.16,18.16,0.99,121.65694549599999,0.53800373,1.21656945496,100.0,2.9198600356415287,8.52558262773655,3.1631667465497646,10.691973,10.691973,-3.9090397,Walking
771_168,431.15999999999997,4.29,4.311599999999999,100.0,0.09121096425320808,0.008319440000000004,4.312564666181831,4.75,4.75,3.87,303.75,3.02,3.0375,100.0,0.08832185460009313,0.007800749999999992,3.038783802773735,3.34,3.34,2.72,800.8627948,8.008764,8.008627947999999,100.0,0.05170320268392977,0.0026732211677755226,8.008794842587395,8.158588,8.158588,7.8180795,Sitting
771_169,-30.89,-0.53,-0.3089,100.0,2.3845049360401838,5.68586379,2.4044298700523585,6.51,6.51,-5.6,920.63,9.04,9.2063,100.0,3.7736485408686384,14.240423310000004,9.949692608317104,18.43,18.43,1.14,207.31531460000002,1.3756552,2.073153146,100.0,2.644439072060212,6.993058005838674,3.3602115964040675,10.228881,10.228881,-1.9477097,Upstairs
771_170,367.56000000000006,3.545,3.6756000000000006,100.0,2.471176367643556,6.10671264,4.429079814137469,8.62,8.62,-0.72,911.59,9.225,9.1159,100.0,4.0786439155680165,16.63533619,9.986739658166723,16.25,16.25,1.65,161.373879496,0.9602345649999999,1.61373879496,100.0,3.2167809565640146,10.347679722512897,3.5988654630135657,10.228881,10.228881,-3.173541,Walking
771_171,376.34999999999997,3.83,3.7634999999999996,100.0,2.664682110496485,7.100530750000001,4.61134069441849,9.96,9.96,-0.65,909.05,9.115,9.090499999999999,100.0,4.114130618976505,16.926070749999997,9.978139155173174,16.86,16.86,0.95,181.12338375399997,0.74230895,1.8112338375399997,100.0,3.188744781910987,10.168093284164549,3.667241647125865,11.34575,11.34575,-2.7240696,Walking
771_172,286.84,2.895,2.8684,100.0,2.402282547911465,5.77096144,3.741480990196262,7.44,7.44,-1.99,962.1700000000001,9.68,9.6217,100.0,4.336586688860261,18.80598411,10.553818977033856,16.93,16.93,0.93,174.531137812,1.1645397499999999,1.74531137812,100.0,3.1893509907632023,10.17195974228222,3.635666589344704,10.528529,10.528529,-2.8738933,Walking
771_173,-161.20000000000002,-1.61,-1.612,100.0,0.12348279232346503,0.015247999999999994,1.616722610715889,-1.31,1.92,-1.92,973.83,9.72,9.7383,100.0,0.06185555755144399,0.00382611,9.738496444523662,9.89,9.89,9.58,93.02697553,0.92618364,0.9302697553,100.0,0.1477101514178662,0.021818288831888962,0.9419236202887211,1.2258313,1.2258313,0.53119355,Standing
771_174,-30.790000000000003,-0.265,-0.3079,100.0,2.1084787383324497,4.44568259,2.1308413831160684,4.06,5.86,-5.86,975.76,9.66,9.7576,100.0,3.4945755450412,12.212058240000001,10.364497865309248,17.69,17.69,2.26,169.50522830000003,1.3960857,1.6950522830000003,100.0,2.2396377878124247,5.015977420597331,2.808768353335825,9.997335,9.997335,-1.7570249,Upstairs
771_175,372.92,3.645,3.7292,100.0,2.7425811492096273,7.5217513600000006,4.629112657950765,8.58,8.58,-1.46,894.9199999999998,9.555,8.949199999999998,100.0,4.77204456810705,22.772409359999997,10.142021001753053,18.35,18.35,0.61,170.077284444,0.59248512,1.7007728444399999,100.0,3.414401281983108,11.658136114407894,3.8145464190113647,11.454713,11.454713,-5.366417,Walking
771_176,322.63000000000005,2.7,3.2263000000000006,100.0,3.9871680814833983,15.897509310000002,5.128988301799878,16.74,16.74,-5.05,824.1199999999999,7.93,8.2412,100.0,6.068864849376695,36.83112056000001,10.234671367464616,19.57,19.57,-7.74,221.603059578,1.7093536,2.21603059578,100.0,3.7267833284828495,13.888913977457708,4.335862726020136,11.795221,11.795221,-7.504812,Jogging
771_177,303.65,2.795,3.0364999999999998,100.0,2.336895536818024,5.46108075,3.8316332026956865,7.27,7.27,-0.65,923.4000000000001,9.18,9.234000000000002,100.0,4.375352557223246,19.14371,10.218143960622204,17.16,17.16,1.38,171.888786756,1.014715915,1.7188878675600001,100.0,3.244210132541401,10.524899384084293,3.671440437393647,11.727119,11.727119,-3.214402,Walking
771_178,357.93,3.87,3.5793,100.0,2.118207381254253,4.4868025099999995,4.159109399859542,8.69,8.69,-1.31,876.43,8.355,8.764299999999999,100.0,2.9879251178702586,8.927696509999999,9.259624776415079,15.83,15.83,1.42,217.72125961,1.7774554,2.1772125961,100.0,2.0792837197641383,4.323420787276191,3.010593874286715,8.662541,8.662541,-1.9885708,Walking
771_179,371.45000000000005,3.91,3.7145000000000006,100.0,2.7514270388291235,7.57035075,4.622538371933758,9.43,9.43,-1.73,909.52,8.695,9.0952,100.0,4.207465146617379,17.70276296,10.021248724585176,17.39,17.39,1.57,171.07156859599996,1.0760075,1.7107156859599997,100.0,3.1742289797690755,10.075729616005825,3.6058671320773064,10.038197,10.038197,-4.440233,Walking
771_180,402.82000000000005,2.83,4.028200000000001,100.0,5.866713454737669,34.41832675999999,7.116510521315907,17.62,17.62,-5.79,726.2,6.76,7.2620000000000005,100.0,7.554625338162046,57.072364,10.478979339611277,19.57,19.57,-8.85,162.25920066999998,1.334794,1.6225920067,100.0,5.036156844761848,25.36287576504161,5.291094460057233,11.114203,11.795221,-11.795221,Jogging
771_181,367.96,3.7350000000000003,3.6795999999999998,100.0,2.6302779016674265,6.91836184,4.523031947709412,9.19,9.19,-1.65,903.0800000000002,8.905000000000001,9.030800000000001,100.0,4.167079716060157,17.36455336,9.94584848064759,18.24,18.24,1.04,177.96346541399998,0.9806650699999999,1.7796346541399999,100.0,3.3453383692903715,11.191288805046362,3.7892464036088183,12.571581,12.571581,-2.7513103,Walking
771_182,357.04,3.7350000000000003,3.5704000000000002,100.0,2.5063463128626102,6.28177184,4.362284722482016,8.81,8.81,-1.76,912.05,9.355,9.1205,100.0,4.090607626013525,16.733070750000003,9.995828680004474,18.16,18.16,1.04,181.02804590200003,0.9942854,1.8102804590200003,100.0,3.129802530590056,9.79566388048792,3.6156298511874225,10.95076,10.95076,-3.214402,Walking
771_183,408.92999999999995,4.135,4.0893,100.0,2.5491062178732373,6.497942510000001,4.818746413747045,10.0,10.0,-0.72,891.1200000000001,8.58,8.911200000000001,100.0,4.264920463502221,18.18954656,9.879222236593323,17.88,17.88,0.76,185.61809894399997,1.1509194,1.8561809894399997,100.0,3.102528704530787,9.625684362437484,3.615396551969914,9.724928,9.724928,-4.0588636,Walking
771_184,409.5200000000001,3.95,4.095200000000001,100.0,2.5275037012831456,6.38827496,4.812373426906936,10.38,10.38,-0.76,872.6200000000001,8.295,8.7262,100.0,4.161493909643507,17.31803156,9.667709035754024,17.12,17.12,1.95,190.861931724,1.1304888499999999,1.90861931724,100.0,3.1987667851875523,10.232108946019109,3.7249076020971033,10.18802,10.18802,-2.8738933,Walking
771_185,388.82,3.76,3.8882,100.0,2.4706142475101207,6.10393476,4.606737891393432,9.47,9.47,-1.04,890.6099999999999,8.695,8.906099999999999,100.0,4.210131564452588,17.72520779,9.851082427835024,18.2,18.2,1.42,178.11328852400004,1.1645397499999999,1.7811328852400004,100.0,3.243007858739271,10.517099971844672,3.699937070644315,11.223166,11.223166,-3.336985,Walking
771_186,134.32,0.84,1.3432,100.0,2.8054214941787268,7.87038976,3.1103980452668756,9.38,9.38,-4.48,932.37,8.73,9.3237,100.0,3.869445090707452,14.97260531,10.09475046744594,18.54,18.54,1.57,199.52447129400005,1.83874695,1.9952447129400006,100.0,2.2744654941286537,5.1731932839819015,3.025589983539892,9.847511,9.847511,-2.5333846,Downstairs
771_187,-41.69000000000001,-0.46,-0.4169000000000001,100.0,2.2425533193215275,5.02904539,2.280975887641077,6.51,6.51,-4.63,932.0199999999999,9.34,9.320199999999998,100.0,3.3225351706189654,11.039239959999998,9.894714144430854,16.86,16.86,0.53,187.061855616,1.3075534,1.87061855616,100.0,2.8870891506688774,8.33528376390994,3.440130454875231,10.460427,10.460427,-7.6546354,Upstairs
771_188,404.15,3.255,4.0415,100.0,5.376973195953277,28.91184075,6.726482215839122,17.77,17.77,-5.37,732.94,7.725,7.329400000000001,100.0,7.281928565977559,53.02648363999999,10.331824040313501,19.57,19.57,-8.62,198.61191138000004,1.4369467,1.9861191138000003,100.0,5.543342065925858,30.72864125986316,5.888404741019834,12.912089,12.912089,-9.915613,Jogging
771_189,279.84999999999997,2.87,2.7984999999999998,100.0,2.237653849459295,5.007094749999999,3.5831127529007514,7.01,7.01,-1.23,931.78,9.434999999999999,9.3178,100.0,4.24385380992324,18.010295160000002,10.238734882787034,17.35,17.35,1.23,150.28691661000002,0.939803985,1.5028691661000002,100.0,3.0040770497818907,9.024478921026269,3.3590318026836807,11.454713,11.454713,-3.255263,Walking
771_190,-63.81,-0.36,-0.6381,100.0,3.1730810563236482,10.068443389999999,3.236605474876418,9.89,9.89,-9.89,902.8599999999999,8.75,9.028599999999999,100.0,4.318411981272745,18.648682039999997,10.008211628457904,18.73,18.73,0.04,248.32618067599998,1.722974,2.48326180676,100.0,2.266587035199081,5.13741678813256,3.3621430649283055,9.00305,9.00305,-0.61291564,Downstairs
771_191,363.59000000000003,3.605,3.6359000000000004,100.0,2.1598037387688724,4.664752190000001,4.229009458490251,8.28,8.28,-0.65,887.8099999999998,8.83,8.878099999999998,100.0,3.920598600979192,15.37109339,9.705243582723723,18.58,18.58,1.61,187.53856831000002,1.3960857,1.8753856831000002,100.0,3.036893917665224,9.222724667152033,3.569285100342712,12.258313,12.258313,-2.5606253,Walking
771_192,112.17999999999999,1.14,1.1218,100.0,2.2128363608726245,4.896644759999999,2.4809433689627016,5.05,5.05,-4.02,963.2299999999999,9.53,9.632299999999999,100.0,4.293063208246531,18.430391710000002,10.545690826114711,17.43,17.43,0.99,112.762858506,0.551624075,1.12762858506,100.0,2.9094078431752157,8.46465399792946,3.1202884840626317,11.604536,11.604536,-2.8330324,Walking
771_193,416.91999999999996,4.1,4.1692,100.0,0.8855141783167563,0.78413536,4.262201778423917,9.53,9.53,1.76,308.38000000000005,3.02,3.0838000000000005,100.0,0.679302259675323,0.46145156,3.157732414249187,6.89,6.89,0.08,805.1123673,8.1381575,8.051123673,100.0,0.7156579653363625,0.5121663233493822,8.082868223674712,9.425281,9.425281,2.4516625,Sitting
771_194,240.98999999999998,2.58,2.4099,100.0,2.5944249825346657,6.73104099,3.5409968935315375,9.08,9.08,-3.76,879.37,8.465,8.7937,100.0,4.109226120573069,16.885739309999998,9.706435957652015,19.57,19.57,-2.64,198.40760562000003,1.7434045,1.9840760562000002,100.0,2.419133298582668,5.85220591631146,3.1287000036912467,9.765789,9.765789,-3.336985,Walking
771_195,439.64,4.08,4.3964,100.0,5.205963411319753,27.10205504,6.813984737288454,16.7,16.7,-5.09,801.4800000000001,7.91,8.014800000000001,100.0,7.584775471956965,57.528818959999995,11.034755910304495,19.57,19.57,-8.01,201.04995714599997,1.8727978,2.0104995714599996,100.0,5.284962024409497,27.930823599450527,5.6544612587134555,12.217452,12.217452,-8.008764,Jogging
